year,ac_no,ac_name,district,winner,winner_party,runner_up,runner_party,winner_votes,runner_votes,margin_votes,winner_vote_share,runner_vote_share
2016,166,Thiruthuraipoondi,Thiruvarur,ADALARASAN. P,DMK_ALLIANCE,UMAMAHESWARI. K,AIADMK_NDA,72127,58877,13250,41.07,33.53
2016,167,Mannargudi,Thiruvarur,RAJAA.T.R.B,DMK_ALLIANCE,KAMARAJ. S,AIADMK_NDA,91137,81200,9937,48.71,43.4
2016,168,Thiruvarur,Thiruvarur,KARUNANIDHI .M,DMK_ALLIANCE,PANNERSELVAM .R,AIADMK_NDA,121473,53107,68366,61.73,26.99
2016,169,Nannilam,Thiruvarur,KAMARAJ. R,AIADMK_NDA,DURAIVELAN. S.M.B,DMK_ALLIANCE,100918,79642,21276,49.43,39.01
2016,170,Thiruvidaimarudur,Thanjavur,CHEZHIAAN.GOVI,DMK_ALLIANCE,SETTU.U,AIADMK_NDA,77538,77006,532,41.93,41.64
2016,171,Kumbakonam,Thanjavur,G.ANBALAGAN,DMK_ALLIANCE,RATHNA.S,AIADMK_NDA,85048,76591,8457,45.04,40.56
2016,172,Papanasam,Thanjavur,DORAIKKANNU R,AIADMK_NDA,LOGANATHAN T R,DMK_ALLIANCE,82614,58249,24365,45.26,31.91
2016,173,Thiruvaiyaru,Thanjavur,DURAI.CHANDRASEKARAN,DMK_ALLIANCE,M.G.M.SUBRAMANIAN,AIADMK_NDA,100043,85700,14343,49.27,42.21
2016,174,Thanjavur,Thanjavur,,AIADMK_NDA,,DMK_ALLIANCE,0,0,0,0.0,0.0
2016,175,Orathanadu,Thanjavur,RAMCHANDRAN. M,DMK_ALLIANCE,VAITHILINGAM. R,AIADMK_NDA,84378,80733,3645,46.87,44.85
2016,176,Pattukkottai,Thanjavur,SEKAR. V,AIADMK_NDA,MAHENDRAN. K,DMK_ALLIANCE,70631,58273,12358,42.58,35.13
2016,177,Peravurani,Thanjavur,GOVINDARASU M,AIADMK_NDA,ASHOK KUMAR N,DMK_ALLIANCE,73908,72913,995,45.65,45.04
2016,178,Gandharvakottai,Pudukkottai,ARUMUGAM.B,AIADMK_NDA,ANBARASAN.K,DMK_ALLIANCE,64043,60996,3047,43.84,41.75
2016,179,Viralimalai,Pudukkottai,VIJAYA BASKAR C,AIADMK_NDA,PALANIAPPAN M,DMK_ALLIANCE,84701,76254,8447,49.69,44.74
2016,180,Pudukkottai,Pudukkottai,PERIYANNAN ARASSU,DMK_ALLIANCE,KARTHIK THONDAIMAN,AIADMK_NDA,66739,64655,2084,39.19,37.97
2016,181,Thirumayam,Pudukkottai,REGUPATHY S,DMK_ALLIANCE,VAIRAMUTHU PK,AIADMK_NDA,72373,71607,766,45.58,45.1
2016,182,Alangudi,Pudukkottai,MEYYANATHAN .SIVA .V,DMK_ALLIANCE,GNANA KALAISELVAN,AIADMK_NDA,72992,63051,9941,46.17,39.88
2016,183,Aranthangi,Pudukkottai,RATHINASABHAPATHY E,AIADMK_NDA,RAMACHANDRAN T,DMK_ALLIANCE,69905,67614,2291,45.22,43.74
2016,184,Karaikudi,Sivaganga,RAMASAMY KR,DMK_ALLIANCE,KARPAGAM ILANGO,AIADMK_NDA,93419,75136,18283,46.4,37.32
2016,185,Tiruppattur,Sivaganga,PERIAKARUPPAN KR,DMK_ALLIANCE,ASOKAN KR,AIADMK_NDA,110719,68715,42004,55.72,34.58
2016,186,Sivaganga,Sivaganga,BASKARAN.G,AIADMK_NDA,SATHIANATHAN.M @ MEPPAL M.SAKTHI,DMK_ALLIANCE,81697,75061,6636,43.15,39.64
2016,187,Manamadurai,Sivaganga,MARIAPPANKENNADY S,AIADMK_NDA,CHITRASELVI S,DMK_ALLIANCE,89893,75004,14889,48.45,40.43
2016,188,Melur,Madurai,PERIYAPULLAN @ SELVAM P,AIADMK_NDA,RAGUPTHY A.P,DMK_ALLIANCE,88909,69186,19723,51.54,40.11
2016,189,Madurai East,Madurai,MOORTHY P,DMK_ALLIANCE,P PANDI,AIADMK_NDA,108569,75797,32772,50.62,35.34
2016,190,Sholavandan,Madurai,MANICKAM K,AIADMK_NDA,BHAVANI.C,DMK_ALLIANCE,87044,62187,24857,52.33,37.39
2016,191,Madurai North,Madurai,RAJAN CHELLAPPA V.V.,AIADMK_NDA,KARTHIKEYAN V.,DMK_ALLIANCE,70460,51621,18839,45.64,33.44
2016,192,Madurai South,Madurai,SARAVANAN .S.S.,AIADMK_NDA,BALACHANDRAN .M,DMK_ALLIANCE,62683,38920,23763,42.75,26.55
2016,193,Madurai Central,Madurai,PALANIVEL THIAGARAJAN,DMK_ALLIANCE,JEYABAL M,AIADMK_NDA,64662,58900,5762,42.55,38.75
2016,194,Madurai West,Madurai,RAJU K,AIADMK_NDA,THALAPATHI G,DMK_ALLIANCE,82529,66131,16398,44.81,35.91
2016,195,Thiruparankundram,Madurai,SEENIVEL S M,AIADMK_NDA,MANIMARAN M,DMK_ALLIANCE,93453,70461,22992,47.32,35.68
2016,196,Thirumangalam,Madurai,UDHAYAKUMAR.R.B,AIADMK_NDA,JEYARAM.R,DMK_ALLIANCE,95864,72274,23590,46.99,35.43
2016,197,Usilampatti,Madurai,NEETHIPATHI P,AIADMK_NDA,ILAMAKEZHAN.K,DMK_ALLIANCE,106349,73443,32906,52.88,36.52
2016,198,Andipatti,Theni,THANGATAMILSELVAM,AIADMK_NDA,MOOKAIAH.L,DMK_ALLIANCE,103129,72933,30196,51.93,36.72
2016,199,Periyakulam,Theni,KATHIRKAMU.K,AIADMK_NDA,ANBAZHAGAN,DMK_ALLIANCE,90599,76249,14350,46.94,39.51
2016,200,Bodinayakanur,Theni,O. PANNEERSELVAM,AIADMK_NDA,S. LAKSHMANAN,DMK_ALLIANCE,99531,83923,15608,49.38,41.63
2016,201,Cumbum,Theni,S.T.K.JAKKAIYAN,AIADMK_NDA,CUMBUM.NRAMAKRISHNAN,DMK_ALLIANCE,91099,79878,11221,46.94,41.16
2016,202,Rajapalayam,Virudhunagar,THANGAPPANDIAN. S.,DMK_ALLIANCE,SHYAM A.A.S.,AIADMK_NDA,74787,69985,4802,43.82,41.0
2016,203,Srivilliputhur,Virudhunagar,CHANDRA PRABHA. M,AIADMK_NDA,MUTHUKUMAR.C,OTHERS,88103,51430,36673,49.32,28.79
2016,204,Sattur,Virudhunagar,SUBRAMANIANS.G.,AIADMK_NDA,SRINIVASANV.,DMK_ALLIANCE,71513,67086,4427,40.65,38.13
2016,205,Sivakasi,Virudhunagar,RAJENTHRABHALAJI K.T,AIADMK_NDA,SREERAJA C.,DMK_ALLIANCE,76734,61986,14748,43.67,35.28
2016,206,Virudhunagar,Virudhunagar,SEENIVASAN A.R.R,DMK_ALLIANCE,KALANITHI.K,AIADMK_NDA,65499,62629,2870,42.71,40.84
2016,207,Aruppukkottai,Virudhunagar,RAMACHANDRAN.K.K.S.S.R,DMK_ALLIANCE,VAIGAICHELVAN.DR,AIADMK_NDA,81485,63431,18054,49.41,38.46
2016,208,Tiruchuli,Virudhunagar,THANGAM THENARASU,DMK_ALLIANCE,DINESH BABU K.,AIADMK_NDA,89927,63350,26577,53.61,37.77
2016,209,Paramakudi,Ramanathapuram,MUTHIAH.S.DR,AIADMK_NDA,THISAIVEERAN.U,DMK_ALLIANCE,79254,67865,11389,46.89,40.15
2016,210,Tiruvadanai,Ramanathapuram,KARUNAAS,AIADMK_NDA,THIVAKARAN. S.P,DMK_ALLIANCE,76786,68090,8696,41.14,36.48
2016,211,Ramanathapuram,Ramanathapuram,MANIKANDAN.M,AIADMK_NDA,JAWAHIRULLAH.M.H,OTHERS,89365,56143,33222,46.3,29.09
2016,212,Mudhukulathur,Ramanathapuram,S.PANDI,DMK_ALLIANCE,M.KEERTHIKA,AIADMK_NDA,94946,81598,13348,46.71,40.14
2016,213,Vilathikulam,Thoothukudi,UMA MAHESWARI K,AIADMK_NDA,BEEMARAJ S,DMK_ALLIANCE,71496,52778,18718,46.79,34.54
2016,214,Thoothukkudi,Thoothukudi,GEETHA JEEVAN P,DMK_ALLIANCE,CHELLAPANDIAN.S.T.,AIADMK_NDA,88045,67137,20908,46.46,35.43
2016,215,Tiruchendur,Thoothukudi,ANITHA R RADHAKRISHNAN,DMK_ALLIANCE,SARATHKUMAR.R,AIADMK_NDA,88357,62356,26001,52.97,37.38
2016,216,Srivaikuntam,Thoothukudi,SHANMUGANATHAN S.P,AIADMK_NDA,RANI VENKATESAN V,DMK_ALLIANCE,65198,61667,3531,41.96,39.69
2016,217,Ottapidaram,Thoothukudi,SUNDARARAJ.R,AIADMK_NDA,DR.KRISHNASAMY.K,OTHERS,65071,64578,493,40.57,40.26
2016,218,Kovilpatti,Thoothukudi,C. KADAMBUR RAJU,AIADMK_NDA,A.SUBRAMANIAN,DMK_ALLIANCE,64514,64086,428,38.96,38.7
2016,219,Sankarankovil,Tenkasi,RAJALAKSHMI M,AIADMK_NDA,ANBUMANI G,DMK_ALLIANCE,78751,64262,14489,44.36,36.2
2016,220,Vasudevanallur,Tenkasi,MANOHARAN A,AIADMK_NDA,ANBALAGAN S,OTHERS,73904,55146,18758,45.06,33.62
2016,221,Kadayanallur,Tenkasi,MUHAMMED ABUBACKER.K.A.M,DMK_ALLIANCE,SHEIK DAWOOD. S,AIADMK_NDA,70763,69569,1194,37.49,36.86
2016,222,Tenkasi,Tenkasi,SELVAMOHANDAS PANDIAN S,AIADMK_NDA,PALANI NADAR S,DMK_ALLIANCE,86339,85877,462,42.58,42.35
2016,223,Alangulam,Tenkasi,DR. POONGOTHAI ALADI ARUNA,DMK_ALLIANCE,HEPZI KARTHIKEYAN,AIADMK_NDA,88891,84137,4754,45.98,43.52
2016,224,Tirunelveli,Tirunelveli,LAKSHMANAN A.L.S.,DMK_ALLIANCE,NAINAR NAGENTHRAN,AIADMK_NDA,81761,81160,601,43.13,42.81
2016,225,Ambasamudram,Tirunelveli,R. MURUGAIAH PANDIAN,AIADMK_NDA,AVUDAIAPPAN. R,DMK_ALLIANCE,78555,65389,13166,45.8,38.12
2016,226,Palayamkottai,Tirunelveli,MOHIDEEN KHANT.P.M,DMK_ALLIANCE,HYDER ALI S.K.A,AIADMK_NDA,67463,51591,15872,43.62,33.36
2016,227,Nanguneri,Tirunelveli,VASANTHAKUMAR. H,DMK_ALLIANCE,VIJAYAKUMAR. M,AIADMK_NDA,74932,57617,17315,43.45,33.41
2016,228,Radhapuram,Tirunelveli,I. S. INBADURAI,AIADMK_NDA,M. APPAVU,DMK_ALLIANCE,69590,69541,49,40.62,40.59
2016,229,Kanniyakumari,Kanniyakumari,AUSTIN. S,DMK_ALLIANCE,THALAVAI SUNDARAM. N,AIADMK_NDA,89023,83111,5912,42.41,39.59
2016,230,Nagercoil,Kanniyakumari,SURESH RAJAN N,DMK_ALLIANCE,GANDHI M.R,OTHERS,67369,46413,20956,38.87,26.78
2016,231,Colachal,Kanniyakumari,PRINCE J.G.,DMK_ALLIANCE,RAMESH P,OTHERS,67195,41167,26028,40.19,24.62
2016,232,Padmanabhapuram,Kanniyakumari,MANO THANGARAJ T,DMK_ALLIANCE,RAJENDRA PRASAD K P,AIADMK_NDA,76249,35344,40905,47.2,21.88
2016,233,Vilavancode,Kanniyakumari,VIJAYADHARANI S,DMK_ALLIANCE,DHARMARAJ C,OTHERS,68789,35646,33143,42.43,21.98
2016,234,Killiyoor,Kanniyakumari,RAJESH KUMAR S,DMK_ALLIANCE,PON. VIJAYARAGAVAN,OTHERS,77356,31061,46295,50.47,20.27
2021,1,Gummidipoondi,Tiruvallur,GOVINDARAJAN T.J,DMK_ALLIANCE,PRAKASH M,AIADMK_NDA,126452,75514,50938,56.94,34.0
2021,2,Ponneri,Tiruvallur,DURAI. CHANDRASEKAR,DMK_ALLIANCE,BALARAMAN. P,AIADMK_NDA,94528,84839,9689,44.94,40.33
2021,3,Tiruttani,Tiruvallur,S.Chandran,DMK_ALLIANCE,G.Hari,AIADMK_NDA,120314,91061,29253,51.72,39.15
2021,4,Thiruvallur,Tiruvallur,"RAAJENDRAN, V.G.",DMK_ALLIANCE,"RAMANAH, BE VEE",AIADMK_NDA,107709,85008,22701,50.27,39.68
2021,5,Poonamallee,Tiruvallur,Krishnaswamy A,DMK_ALLIANCE,Rajamannar S X,AIADMK_NDA,149578,55468,94110,56.72,21.03
2021,6,Avadi,Tiruvallur,Nasar S M,DMK_ALLIANCE,Pandiarajan K,AIADMK_NDA,150287,95012,55275,49.94,31.57
2021,7,Maduravoyal,Tiruvallur,GANAPATHY.K,DMK_ALLIANCE,BENJAMIN.P,AIADMK_NDA,121298,89577,31721,44.29,32.71
2021,8,Ambattur,Tiruvallur,JOSEPH SAMUEL,DMK_ALLIANCE,V ALEXANDER,AIADMK_NDA,114554,72408,42146,47.67,30.13
2021,9,Madavaram,Tiruvallur,SUDHARSANAM. S,DMK_ALLIANCE,Moorthy. V,AIADMK_NDA,151485,94414,57071,50.04,31.19
2021,10,Thiruvottiyur,Tiruvallur,K.P.SHANKAR,DMK_ALLIANCE,K.KUPPAN,AIADMK_NDA,88185,50524,37661,44.09,25.26
2021,11,Dr. Radhakrishnan Nagar,Chennai,EBENEZER. J.J. (@)  JOHN EBENEZER.J,DMK_ALLIANCE,RAAJESH.R.S.,AIADMK_NDA,95763,53284,42479,51.2,28.49
2021,12,Perambur,Chennai,SHEKAR. R.D,DMK_ALLIANCE,DHANAPALAN N.R,AIADMK_NDA,105267,50291,54976,52.53,25.1
2021,13,Kolathur,Chennai,M.K. STALIN,DMK_ALLIANCE,AADIRAJARAM,AIADMK_NDA,105522,35138,70384,60.86,20.27
2021,14,Villivakkam,Chennai,A . Vetriazhagan,DMK_ALLIANCE,J.C.D.Prabhakar,AIADMK_NDA,76127,38890,37237,52.83,26.99
2021,15,Thiru-Vi-Ka-Nagar,Chennai,SIVAKUMAR.P,DMK_ALLIANCE,KALYANI.P.L,AIADMK_NDA,81727,26714,55013,61.13,19.98
2021,16,Egmore,Chennai,I.PARANTHAMEN,DMK_ALLIANCE,B.JOHN PANDIAN,AIADMK_NDA,68832,30064,38768,57.71,25.21
2021,17,Royapuram,Chennai,MURTHY.R.IDREAM,DMK_ALLIANCE,JAYAKUMAR.D,AIADMK_NDA,64424,36645,27779,53.16,30.24
2021,18,Harbour,Chennai,SEKARBABU. P.K,DMK_ALLIANCE,VINOJ. P. SELVAM,AIADMK_NDA,59317,32043,27274,58.35,31.52
2021,19,Chepauk-Thiruvallikeni,Chennai,UDHAYANIDHI STALIN,DMK_ALLIANCE,KASSALI A.V.A,AIADMK_NDA,93285,23930,69355,67.89,17.42
2021,20,Thousand Lights,Chennai,EZHILAN N,DMK_ALLIANCE,KUSHBOO SUNDAR,AIADMK_NDA,71867,39405,32462,52.87,28.99
2021,21,Anna Nagar,Chennai,M.K. Mohan,DMK_ALLIANCE,S. Gokula Indira,AIADMK_NDA,80054,52609,27445,48.49,31.87
2021,22,Virugampakkam,Chennai,AMV.PRABHAKARA RAJA,DMK_ALLIANCE,VIRUGAI V.N.RAVI,AIADMK_NDA,74351,55984,18367,43.97,33.11
2021,23,Saidapet,Chennai,SUBRAMANIAN. MA,DMK_ALLIANCE,SAIDAI DURAISAMY,AIADMK_NDA,80194,50786,29408,50.02,31.68
2021,24,Thiyagarayanagar,Chennai,KARUNANITHI J,DMK_ALLIANCE,SATHIYANAARAYANAN B,AIADMK_NDA,56035,55898,137,40.57,40.47
2021,25,Mylapore,Chennai,VELU.DHA,DMK_ALLIANCE,NATARAJ.R,AIADMK_NDA,68392,55759,12633,44.58,36.34
2021,26,Velachery,Chennai,JMH.AASSAN MAULAANA,DMK_ALLIANCE,M.K.ASHOK,AIADMK_NDA,68493,64141,4352,38.76,36.3
2021,27,Sholinganallur,Chengalpattu,S.ARAVINDRAMESH,DMK_ALLIANCE,K.P.KANDAN,AIADMK_NDA,171558,136153,35405,44.18,35.06
2021,28,Alandur,Kancheepuram,T.M.Anbarasan,DMK_ALLIANCE,B.Valarmathi,AIADMK_NDA,116785,76214,40571,49.12,32.06
2021,29,Sriperumbudur,Kancheepuram,SELVAPERUNTHAGAI,DMK_ALLIANCE,PALANI,AIADMK_NDA,115353,104474,10879,43.65,39.53
2021,30,Pallavaram,Chengalpattu,KARUNANITHI,DMK_ALLIANCE,RAJENDRAN,AIADMK_NDA,126427,88646,37781,47.49,33.3
2021,31,Tambaram,Chengalpattu,Raja.S.R,DMK_ALLIANCE,Chinnaiyah.T.K.M,AIADMK_NDA,116840,80016,36824,46.93,32.14
2021,32,Chengalpattu,Chengalpattu,VARALAKSHMI.M,DMK_ALLIANCE,GAJENDRAN.M,AIADMK_NDA,130573,103908,26665,47.64,37.91
2021,33,Thiruporur,Chengalpattu,S.S.Balaji,DMK_ALLIANCE,Arumugam.K,AIADMK_NDA,93954,92007,1947,41.44,40.58
2021,34,Cheyyur,Chengalpattu,Babu M,DMK_ALLIANCE,Kanitha S,AIADMK_NDA,82750,78708,4042,46.2,43.94
2021,35,Madurantakam,Chengalpattu,Maragatham. K,AIADMK_NDA,Sathya. C.E,DMK_ALLIANCE,86646,83076,3570,46.62,44.7
2021,36,Uthiramerur,Kancheepuram,SUNDAR K,DMK_ALLIANCE,SOMASUNDARAM V,AIADMK_NDA,93427,91805,1622,44.38,43.61
2021,37,Kancheepuram,Kancheepuram,C.V.M.P. Ezhailzrasan,DMK_ALLIANCE,P. Magesh Kumar,AIADMK_NDA,102712,91117,11595,44.77,39.71
2021,38,Arakkonam,Ranipet,S.RAVI,AIADMK_NDA,GOWTHAMA SANNAH.J,DMK_ALLIANCE,85399,58230,27169,49.82,33.97
2021,39,Sholingur,Ranipet,A.M.MUNIRATHINAM,DMK_ALLIANCE,A.M.KRISHNAN,AIADMK_NDA,110228,83530,26698,49.18,37.27
2021,40,Katpadi,Vellore,DURAIMURUGAN,DMK_ALLIANCE,V RAMU,AIADMK_NDA,85140,84394,746,45.71,45.31
2021,41,Ranipet,Ranipet,R.GANDHI,DMK_ALLIANCE,S.M.SUGUMAR,AIADMK_NDA,103291,86793,16498,49.79,41.84
2021,42,Arcot,Ranipet,J.L.Eswarappan,DMK_ALLIANCE,Elavazagan.K.L,AIADMK_NDA,103885,83927,19958,49.52,40.01
2021,43,Vellore,Vellore,Karthikeyan .P,DMK_ALLIANCE,Appu S.R.K,AIADMK_NDA,84299,75118,9181,46.86,41.76
2021,44,Anaikattu,Vellore,A.P.Nandakumar,DMK_ALLIANCE,D.Velazhagan,AIADMK_NDA,95159,88799,6360,48.11,44.89
2021,45,Kilvaithinankuppam,Vellore,M.JAGAN MOORTHY,AIADMK_NDA,K Seetharaman,DMK_ALLIANCE,84579,73997,10582,48.57,42.5
2021,46,Gudiyattam,Vellore,Amulu.V,DMK_ALLIANCE,Paritha.G,AIADMK_NDA,100412,93511,6901,47.45,44.19
2021,47,Vaniyambadi,Tirupattur,G.SENDHIL KUMAR,AIADMK_NDA,N.MOHAMMED NAYEEM,DMK_ALLIANCE,88018,83114,4904,46.33,43.74
2021,48,Ambur,Tirupattur,VILWANATHAN.A.C,DMK_ALLIANCE,NAZAR MOHAMED.K,AIADMK_NDA,90476,70244,20232,50.86,39.49
2021,49,Jolarpet,Tirupattur,DEVARAJI.K.,DMK_ALLIANCE,VEERAMANI.K.C.,AIADMK_NDA,89490,88399,1091,45.57,45.02
2021,50,Tirupattur,Tirupattur,A. NALLATHAMBI,DMK_ALLIANCE,T.K. RAJA,AIADMK_NDA,96522,68282,28240,51.91,36.72
2021,51,Uthangarai,Krishnagiri,T.M.TAMILSELVAM,AIADMK_NDA,S.Arumugam,DMK_ALLIANCE,99675,71288,28387,52.96,37.87
2021,52,Bargur,Krishnagiri,MATHIAZHAGAN D,DMK_ALLIANCE,KRISHNAN A,AIADMK_NDA,97256,84642,12614,49.17,42.8
2021,53,Krishnagiri,Krishnagiri,Ashokkumar.K,AIADMK_NDA,SENGUTTUVAN.T,DMK_ALLIANCE,96050,95256,794,45.38,45.01
2021,54,Veppanahalli,Krishnagiri,K.P.Munusamy,AIADMK_NDA,P.Murugan,DMK_ALLIANCE,94104,91050,3054,45.87,44.38
2021,55,Hosur,Krishnagiri,PRAKAASH Y,DMK_ALLIANCE,JYOTHI S,AIADMK_NDA,118231,105864,12367,47.65,42.67
2021,56,Thalli,Krishnagiri,RAMACHANDRAN.T,DMK_ALLIANCE,Dr.NAGESH KUMAR.C,AIADMK_NDA,120641,64415,56226,62.18,33.2
2021,57,Palacode,Dharmapuri,ANBALAGAN.K.P.,AIADMK_NDA,MURUGAN.P.K.,DMK_ALLIANCE,110070,81970,28100,53.28,39.68
2021,58,Pennagaram,Dharmapuri,MANI. G.K,AIADMK_NDA,INBASEKARAN. P.N.P,DMK_ALLIANCE,106123,84937,21186,50.46,40.39
2021,59,Dharmapuri,Dharmapuri,VENKATESHWARAN.S.P.,AIADMK_NDA,SUBRAMANI.P,DMK_ALLIANCE,105630,78770,26860,48.6,36.24
2021,60,Pappireddippatti,Dharmapuri,GOVINDASAMY.A,AIADMK_NDA,PRABHURAJASEKAR.M,DMK_ALLIANCE,114507,77564,36943,51.81,35.1
2021,61,Harur,Dharmapuri,SAMPATHKUMAR.V,AIADMK_NDA,KUMAR.A,DMK_ALLIANCE,99061,68699,30362,49.89,34.6
2021,62,Chengam,Tiruvannamalai,GIRI.M.P,DMK_ALLIANCE,NAINAKANNU.M.S,AIADMK_NDA,108081,96511,11570,48.26,43.09
2021,63,Tiruvannamalai,Tiruvannamalai,E V VELU,DMK_ALLIANCE,S THANIGAIVEL,AIADMK_NDA,137876,43203,94673,66.02,20.69
2021,64,Kilpennathur,Tiruvannamalai,K.Pitchandi,DMK_ALLIANCE,K.Selvakumar,AIADMK_NDA,104675,77888,26787,51.34,38.2
2021,65,Kalasapakkam,Tiruvannamalai,Saravanan.P.S.T,DMK_ALLIANCE,Panneerselvam.V,AIADMK_NDA,94134,84912,9222,47.92,43.23
2021,66,Polur,Tiruvannamalai,Agri KRISHNAMURTHY. S S,AIADMK_NDA,SEKARAN. K.V,DMK_ALLIANCE,97732,88007,9725,48.38,43.57
2021,67,Arani,Tiruvannamalai,S.RAMACHANDRAN,AIADMK_NDA,S.S.ANBALAGAN,DMK_ALLIANCE,102961,99833,3128,46.5,45.09
2021,68,Cheyyar,Tiruvannamalai,JOTHI. O,DMK_ALLIANCE,DUSI. K. MOHAN,AIADMK_NDA,102460,90189,12271,47.78,42.05
2021,69,Vandavasi,Tiruvannamalai,Ambethkumar S,DMK_ALLIANCE,Murali S,AIADMK_NDA,102064,66111,35953,54.88,35.55
2021,70,Gingee,Viluppuram,MASTHAN K S,DMK_ALLIANCE,RAJENDIRAN P,AIADMK_NDA,109625,73822,35803,52.99,35.68
2021,71,Mailam,Viluppuram,SIVAKUMAR C,AIADMK_NDA,Dr. MASILAMANI R,DMK_ALLIANCE,81044,78814,2230,45.79,44.53
2021,72,Tindivanam,Viluppuram,ARJUNAN P,AIADMK_NDA,SEETHAPATHY P,DMK_ALLIANCE,87152,77399,9753,47.74,42.4
2021,73,Vanur,Viluppuram,CHAKRAPANI M,AIADMK_NDA,VANNI ARASU,DMK_ALLIANCE,92219,70492,21727,50.61,38.69
2021,74,Viluppuram,Viluppuram,LAKSHMANAN R,DMK_ALLIANCE,SHANMUGAM C Ve,AIADMK_NDA,102271,87403,14868,49.92,42.66
2021,75,Vikravandi,Viluppuram,PUGAZHENTHI N,DMK_ALLIANCE,MUTHAMILSELVAN R,AIADMK_NDA,93730,84157,9573,48.41,43.47
2021,76,Tirukkoyilur,Viluppuram,K.PONMUDY,DMK_ALLIANCE,VAT.KALIVARADHAN,AIADMK_NDA,110980,51300,59680,56.56,26.14
2021,77,Ulundurpettai,Kallakurichi,MANIKANNAN A J,DMK_ALLIANCE,KUMARAGURU R,AIADMK_NDA,115451,110195,5256,47.15,45.0
2021,78,Rishivandiyam,Kallakurichi,KARTHIKEYAN K,DMK_ALLIANCE,SANTHOSH S A,AIADMK_NDA,113912,72184,41728,52.96,33.56
2021,79,Sankarapuram,Kallakurichi,UDHAYASURIYAN T,DMK_ALLIANCE,Dr.RAJA G,AIADMK_NDA,121186,75223,45963,56.16,34.86
2021,80,Kallakurichi,Kallakurichi,Senthilkumar.M,AIADMK_NDA,Manirathinem.K.I,DMK_ALLIANCE,110643,84752,25891,48.99,37.52
2021,81,Gangavalli,Salem,"NALLATHAMBI,A.",AIADMK_NDA,"REKHA PRIYADHARSHINI,J.",DMK_ALLIANCE,89568,82207,7361,48.02,44.08
2021,82,Attur,Salem,"JAYASANKARAN, A.P.",AIADMK_NDA,"CHINNADURAI, K.",DMK_ALLIANCE,95308,87051,8257,47.72,43.58
2021,83,Yercaud,Salem,G. Chitra,AIADMK_NDA,C. TAMILSELVAN,DMK_ALLIANCE,121561,95606,25955,50.88,40.02
2021,84,Omalur,Salem,R.MANI,AIADMK_NDA,RANGARAJAN MOHAN KUMARAMANGALAM,DMK_ALLIANCE,142488,87194,55294,57.22,35.01
2021,85,Mettur,Salem,SADHASIVAM.S,AIADMK_NDA,SRINIVASAPERUMAL.S,DMK_ALLIANCE,97055,96399,656,44.43,44.13
2021,86,Edappadi,Salem,EDAPPADI PALANISWAMI. K,AIADMK_NDA,SAMBATHKUMAR. T,DMK_ALLIANCE,163154,69352,93802,65.97,28.04
2021,87,Sankari,Salem,"SUNDARARAJAN, S.",AIADMK_NDA,"RAJESH, K.M.",DMK_ALLIANCE,115472,95427,20045,49.72,41.09
2021,88,Salem West,Salem,ARUL. R,AIADMK_NDA,RAJENDRAN. A,DMK_ALLIANCE,105483,83984,21499,48.69,38.77
2021,89,Salem North,Salem,R. RAJENDRAN,DMK_ALLIANCE,G.VENKATACHALAM,AIADMK_NDA,93432,85844,7588,46.17,42.42
2021,90,Salem South,Salem,E.BALASUBRAMANIAN,AIADMK_NDA,A.S.SARAVANAN,DMK_ALLIANCE,97506,74897,22609,48.76,37.45
2021,91,Veerapandi,Salem,"RAJAMUTHU, M.",AIADMK_NDA,"THARUN, A.K.",DMK_ALLIANCE,111682,91787,19895,49.92,41.03
2021,92,Rasipuram,Namakkal,MATHIVENTHAN M,DMK_ALLIANCE,SAROJA V. Dr,AIADMK_NDA,90727,88775,1952,46.08,45.09
2021,93,Senthamangalam,Namakkal,PONNUSAMY K,DMK_ALLIANCE,CHANDRAN S,AIADMK_NDA,90681,80188,10493,45.51,40.25
2021,94,Namakkal,Namakkal,RAMALINGAM P,DMK_ALLIANCE,BASKAR K.P.P.,AIADMK_NDA,106494,78633,27861,51.51,38.03
2021,95,Paramathi-Velur,Namakkal,SEKAR S,AIADMK_NDA,MOORTHIY K S,DMK_ALLIANCE,86034,78372,7662,46.83,42.66
2021,96,Tiruchengodu,Namakkal,ESWARAN E R,DMK_ALLIANCE,SARASWATHI PON,AIADMK_NDA,81688,78826,2862,44.23,42.69
2021,97,Kumarapalayam,Namakkal,THANGAMANI.P,AIADMK_NDA,M.VENKATACHALAM,DMK_ALLIANCE,100800,69154,31646,49.92,34.25
2021,98,Erode East,Erode,"THIRUMAHAN EVERAA,E.",DMK_ALLIANCE,"YUVARAJA,M.",AIADMK_NDA,67300,58396,8904,44.27,38.41
2021,99,Erode West,Erode,Muthusamy S,DMK_ALLIANCE,Ramalingam K V,AIADMK_NDA,100757,78668,22089,49.01,38.27
2021,100,Modakkurichi,Erode,SARASWATHI.C,AIADMK_NDA,SUBBULAKSHMI JEGADEESAN,DMK_ALLIANCE,78125,77844,281,42.96,42.81
2021,101,Dharapuram,Tiruppur,KAYALVIZHI N,DMK_ALLIANCE,MURUGAN L,AIADMK_NDA,89986,88593,1393,46.39,45.67
2021,102,Kangayam,Tiruppur,SAMINATHAN.M.P,DMK_ALLIANCE,RAMALINGAM.A.S,AIADMK_NDA,94197,86866,7331,47.14,43.47
